"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","species.1","n_bio2","mean_bio2","sd_bio2","se_bio2","species.2","n_bio3","mean_bio3","sd_bio3","se_bio3","species.3","n_bio4","mean_bio4","sd_bio4","se_bio4","species.4","n_bio5","mean_bio5","sd_bio5","se_bio5","species.5","n_bio6","mean_bio6","sd_bio6","se_bio6","species.6","n_bio7","mean_bio7","sd_bio7","se_bio7","species.7","n_bio8","mean_bio8","sd_bio8","se_bio8","species.8","n_bio9","mean_bio9","sd_bio9","se_bio9","species.9","n_bio10","mean_bio10","sd_bio10","se_bio10","species.10","n_bio11","mean_bio11","sd_bio11","se_bio11","species.11","n_bio12","mean_bio12","sd_bio12","se_bio12","species.12","n_bio13","mean_bio13","sd_bio13","se_bio13","species.13","n_bio14","mean_bio14","sd_bio14","se_bio14","species.14","n_bio15","mean_bio15","sd_bio15","se_bio15","species.15","n_bio16","mean_bio16","sd_bio16","se_bio16","species.16","n_bio17","mean_bio17","sd_bio17","se_bio17","species.17","n_bio18","mean_bio18","sd_bio18","se_bio18","species.18","n_bio19","mean_bio19","sd_bio19","se_bio19","species.19","n_alt","mean_alt","sd_alt","se_alt"
"522","Miconia hookeriana","10","230.7","21.48","6.79","Miconia hookeriana","10","106.2","16.77","5.3","Miconia hookeriana","10","85","2.83","0.89","Miconia hookeriana","10","501.7","140.41","44.4","Miconia hookeriana","10","295.3","13.52","4.28","Miconia hookeriana","10","170.5","33.83","10.7","Miconia hookeriana","10","124.8","23.22","7.34","Miconia hookeriana","10","228.9","20.02","6.33","Miconia hookeriana","10","231.2","24.1","7.62","Miconia hookeriana","10","236.6","20.17","6.38","Miconia hookeriana","10","223.5","22.96","7.26","Miconia hookeriana","10","2612.7","964.39","304.97","Miconia hookeriana","10","287.1","100.3","31.72","Miconia hookeriana","10","154.6","61.28","19.38","Miconia hookeriana","10","22.2","12.72","4.02","Miconia hookeriana","10","819.5","292.45","92.48","Miconia hookeriana","10","503.5","195.58","61.85","Miconia hookeriana","10","593.6","205.49","64.98","Miconia hookeriana","10","702.5","326.51","103.25","Miconia hookeriana","10","763","564.37","178.47"
"523","Conostegia subcrustulata","22","245.09","26.18","5.58","Conostegia subcrustulata","22","97.86","14.36","3.06","Conostegia subcrustulata","22","74.36","2.59","0.55","Conostegia subcrustulata","22","706.68","135","28.78","Conostegia subcrustulata","22","313.77","28.42","6.06","Conostegia subcrustulata","22","183.14","28.68","6.11","Conostegia subcrustulata","22","130.64","19.08","4.07","Conostegia subcrustulata","22","242.55","24.72","5.27","Conostegia subcrustulata","22","245.95","27.31","5.82","Conostegia subcrustulata","22","254.59","26.79","5.71","Conostegia subcrustulata","22","236.23","26.6","5.67","Conostegia subcrustulata","22","2754.68","891.42","190.05","Conostegia subcrustulata","22","456.55","138.31","29.49","Conostegia subcrustulata","22","44.73","47.17","10.06","Conostegia subcrustulata","22","62.86","17.43","3.72","Conostegia subcrustulata","22","1165.32","338.77","72.23","Conostegia subcrustulata","22","165.59","151.34","32.27","Conostegia subcrustulata","22","481.05","236.13","50.34","Conostegia subcrustulata","22","628.91","452.01","96.37","Conostegia subcrustulata","22","360.23","475.03","101.28"
"524","Miconia papillosa","3","128","58.08","33.53","Miconia papillosa","3","116","32","18.48","Miconia papillosa","3","87.33","2.08","1.2","Miconia papillosa","3","237.33","87.52","50.53","Miconia papillosa","3","194.33","72.34","41.77","Miconia papillosa","3","62","41.07","23.71","Miconia papillosa","3","132.33","35.64","20.58","Miconia papillosa","3","130","57.24","33.05","Miconia papillosa","3","124.33","59.28","34.23","Miconia papillosa","3","130.33","57.5","33.2","Miconia papillosa","3","124.33","59.28","34.23","Miconia papillosa","3","1477","638.68","368.74","Miconia papillosa","3","208.67","113.46","65.51","Miconia papillosa","3","42.67","27.02","15.6","Miconia papillosa","3","41.67","16.65","9.61","Miconia papillosa","3","584.33","338.28","195.31","Miconia papillosa","3","177","90.42","52.2","Miconia papillosa","3","547.67","293.15","169.25","Miconia papillosa","3","182","95.66","55.23","Miconia papillosa","3","2741.33","990.98","572.14"
"525","Blakea sawadae","12","213.92","31.8","9.18","Blakea sawadae","12","109.33","10.81","3.12","Blakea sawadae","12","85.33","2.9","0.84","Blakea sawadae","12","430.5","120.6","34.81","Blakea sawadae","12","278.5","32.15","9.28","Blakea sawadae","12","150.92","33.84","9.77","Blakea sawadae","12","127.58","13.61","3.93","Blakea sawadae","12","212.67","32.22","9.3","Blakea sawadae","12","213.5","32.99","9.52","Blakea sawadae","12","218.67","32.05","9.25","Blakea sawadae","12","207.5","31.61","9.13","Blakea sawadae","12","2764.42","1122.94","324.16","Blakea sawadae","12","325.42","116.81","33.72","Blakea sawadae","12","143.33","87.37","25.22","Blakea sawadae","12","29.17","13.17","3.8","Blakea sawadae","12","918.67","342.08","98.75","Blakea sawadae","12","465.5","269","77.65","Blakea sawadae","12","687.25","260.6","75.23","Blakea sawadae","12","646.42","447.49","129.18","Blakea sawadae","12","1085.33","691.1","199.5"
"526","Miconia latifolia","29","123.76","58.58","10.88","Miconia latifolia","29","100.14","18.11","3.36","Miconia latifolia","29","84.03","5.64","1.05","Miconia latifolia","29","415.55","220.89","41.02","Miconia latifolia","29","183.52","63.11","11.72","Miconia latifolia","29","64.48","61.02","11.33","Miconia latifolia","29","119.03","22.76","4.23","Miconia latifolia","29","123.28","56.91","10.57","Miconia latifolia","29","121.48","61.08","11.34","Miconia latifolia","29","127.93","60.3","11.2","Miconia latifolia","29","117.62","57.5","10.68","Miconia latifolia","29","1535.62","559.84","103.96","Miconia latifolia","29","210.76","87.92","16.33","Miconia latifolia","29","52.14","30.05","5.58","Miconia latifolia","29","39.34","12.25","2.27","Miconia latifolia","29","566","236.45","43.91","Miconia latifolia","29","193","97.57","18.12","Miconia latifolia","29","379.83","171.84","31.91","Miconia latifolia","29","385.21","289.53","53.76","Miconia latifolia","29","2809.38","1069.54","198.61"
"527","Maieta poeppigii","25","257.2","17.5","3.5","Maieta poeppigii","25","99.28","17.69","3.54","Maieta poeppigii","25","79.08","6.83","1.37","Maieta poeppigii","25","524.12","130.91","26.18","Maieta poeppigii","25","322.72","21.2","4.24","Maieta poeppigii","25","195.6","28.68","5.74","Maieta poeppigii","25","127.12","33.29","6.66","Maieta poeppigii","25","254.24","16.46","3.29","Maieta poeppigii","25","257.92","19.13","3.83","Maieta poeppigii","25","263.08","17.72","3.54","Maieta poeppigii","25","250","17.5","3.5","Maieta poeppigii","25","2420.12","482.02","96.4","Maieta poeppigii","25","347.56","60.48","12.1","Maieta poeppigii","25","70.6","59.62","11.92","Maieta poeppigii","25","49.56","16.76","3.35","Maieta poeppigii","25","973.6","178.21","35.64","Maieta poeppigii","25","250.84","184.26","36.85","Maieta poeppigii","25","431.96","209.23","41.85","Maieta poeppigii","25","669.92","397.72","79.54","Maieta poeppigii","25","244.08","301.49","60.3"
"528","Miconia puberula","15","234","19.39","5.01","Miconia puberula","15","114.4","16.93","4.37","Miconia puberula","15","73.13","5.29","1.37","Miconia puberula","15","855.8","318.79","82.31","Miconia puberula","15","307.07","20.53","5.3","Miconia puberula","15","151.07","27.83","7.19","Miconia puberula","15","156","25.24","6.52","Miconia puberula","15","237.87","18.22","4.7","Miconia puberula","15","222.53","22.47","5.8","Miconia puberula","15","242.27","18.74","4.84","Miconia puberula","15","221.27","22.11","5.71","Miconia puberula","15","1768.07","365.04","94.25","Miconia puberula","15","271.13","64.08","16.55","Miconia puberula","15","39.33","26.61","6.87","Miconia puberula","15","53.73","15.91","4.11","Miconia puberula","15","745.6","193.88","50.06","Miconia puberula","15","141.33","73.36","18.94","Miconia puberula","15","442.67","130.77","33.76","Miconia puberula","15","164.93","59.33","15.32","Miconia puberula","15","590.73","449.15","115.97"
"529","Leandra cancellata","8","194.12","13.91","4.92","Leandra cancellata","8","117","7.91","2.8","Leandra cancellata","8","66","3.89","1.38","Leandra cancellata","8","1744.62","255.1","90.19","Leandra cancellata","8","275.75","15.58","5.51","Leandra cancellata","8","99.75","11.71","4.14","Leandra cancellata","8","176","8.14","2.88","Leandra cancellata","8","209","13.54","4.79","Leandra cancellata","8","171.62","12.3","4.35","Leandra cancellata","8","212.62","14.29","5.05","Leandra cancellata","8","168.88","12.97","4.59","Leandra cancellata","8","1299.5","276.92","97.91","Leandra cancellata","8","265.12","61.33","21.68","Leandra cancellata","8","12.12","6.36","2.25","Leandra cancellata","8","81","10.62","3.75","Leandra cancellata","8","704.12","154.61","54.66","Leandra cancellata","8","41.12","22.38","7.91","Leandra cancellata","8","534.75","128.71","45.51","Leandra cancellata","8","52.38","26.33","9.31","Leandra cancellata","8","1069.5","252.25","89.18"
"530","Tibouchina estrellensis","21","200.24","23.73","5.18","Tibouchina estrellensis","21","112.43","12.56","2.74","Tibouchina estrellensis","21","63.33","3.02","0.66","Tibouchina estrellensis","21","1982.19","209.12","45.63","Tibouchina estrellensis","21","280.62","23.07","5.03","Tibouchina estrellensis","21","104.43","31.64","6.9","Tibouchina estrellensis","21","176.19","14.29","3.12","Tibouchina estrellensis","21","219.76","22.73","4.96","Tibouchina estrellensis","21","174.38","24.87","5.43","Tibouchina estrellensis","21","223.48","24.08","5.25","Tibouchina estrellensis","21","173.1","24.95","5.44","Tibouchina estrellensis","21","1420.24","190.36","41.54","Tibouchina estrellensis","21","253.95","45.54","9.94","Tibouchina estrellensis","21","25.19","11.78","2.57","Tibouchina estrellensis","21","67.29","12.15","2.65","Tibouchina estrellensis","21","695.48","117.66","25.68","Tibouchina estrellensis","21","89.67","38.9","8.49","Tibouchina estrellensis","21","577.62","120.07","26.2","Tibouchina estrellensis","21","98.43","35.55","7.76","Tibouchina estrellensis","21","747.62","410.98","89.68"
"531","Leandra xanthostachya","8","190","25.37","8.97","Leandra xanthostachya","8","106.62","9.15","3.24","Leandra xanthostachya","8","59.75","2.49","0.88","Leandra xanthostachya","8","2166.25","176.16","62.28","Leandra xanthostachya","8","271.75","27.9","9.86","Leandra xanthostachya","8","95.12","26","9.19","Leandra xanthostachya","8","176.62","10.46","3.7","Leandra xanthostachya","8","212.75","24.71","8.74","Leandra xanthostachya","8","161.25","23.8","8.41","Leandra xanthostachya","8","216.88","26.31","9.3","Leandra xanthostachya","8","160.88","24.13","8.53","Leandra xanthostachya","8","1587.12","367.88","130.07","Leandra xanthostachya","8","258.25","36.68","12.97","Leandra xanthostachya","8","38.62","24.52","8.67","Leandra xanthostachya","8","59.25","10.18","3.6","Leandra xanthostachya","8","713.12","116.71","41.26","Leandra xanthostachya","8","136.12","80.2","28.35","Leandra xanthostachya","8","628.5","150.92","53.36","Leandra xanthostachya","8","138.25","80.57","28.49","Leandra xanthostachya","8","748.38","427.49","151.14"
"532","Miconia polyandra","4","202.5","21.64","10.82","Miconia polyandra","4","114.25","9.74","4.87","Miconia polyandra","4","64.25","2.22","1.11","Miconia polyandra","4","1837.5","247","123.5","Miconia polyandra","4","287.25","18.21","9.11","Miconia polyandra","4","110","29.2","14.6","Miconia polyandra","4","177.25","15.5","7.75","Miconia polyandra","4","218.25","20.5","10.25","Miconia polyandra","4","180.25","22.44","11.22","Miconia polyandra","4","224.25","21.75","10.88","Miconia polyandra","4","177.5","23.59","11.8","Miconia polyandra","4","1284","81.78","40.89","Miconia polyandra","4","223.75","22.47","11.23","Miconia polyandra","4","26.5","8.19","4.1","Miconia polyandra","4","64.25","9.43","4.72","Miconia polyandra","4","627","50.02","25.01","Miconia polyandra","4","96.5","30.52","15.26","Miconia polyandra","4","458.75","55.96","27.98","Miconia polyandra","4","110.25","32.17","16.09","Miconia polyandra","4","747.5","300.24","150.12"
"533","Leandra vesiculosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra vesiculosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra vesiculosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra vesiculosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra vesiculosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra vesiculosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra vesiculosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra vesiculosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra vesiculosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra vesiculosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra vesiculosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra vesiculosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra vesiculosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra vesiculosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra vesiculosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra vesiculosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra vesiculosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra vesiculosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra vesiculosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra vesiculosa","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"534","Leandra variabilis","29","189.86","24.38","4.53","Leandra variabilis","29","99.07","11.84","2.2","Leandra variabilis","29","56.83","5.67","1.05","Leandra variabilis","29","2432.03","528.59","98.16","Leandra variabilis","29","272.07","23.6","4.38","Leandra variabilis","29","98.9","30.38","5.64","Leandra variabilis","29","173.17","16.34","3.03","Leandra variabilis","29","217.62","24.83","4.61","Leandra variabilis","29","159.07","25.5","4.74","Leandra variabilis","29","219.48","25.25","4.69","Leandra variabilis","29","157.62","25.65","4.76","Leandra variabilis","29","1607.52","291.87","54.2","Leandra variabilis","29","236","52.88","9.82","Leandra variabilis","29","57.41","23.27","4.32","Leandra variabilis","29","44.72","16.66","3.09","Leandra variabilis","29","653.93","153.1","28.43","Leandra variabilis","29","197.93","76.23","14.16","Leandra variabilis","29","611.52","158.85","29.5","Leandra variabilis","29","207.31","77.25","14.34","Leandra variabilis","29","645.45","456.79","84.82"
"535","Tibouchina castellensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina castellensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina castellensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina castellensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina castellensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina castellensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina castellensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina castellensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina castellensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina castellensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina castellensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina castellensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina castellensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina castellensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina castellensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina castellensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina castellensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina castellensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina castellensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina castellensis","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"536","Physeterostemon fiaschii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Physeterostemon fiaschii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Physeterostemon fiaschii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Physeterostemon fiaschii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Physeterostemon fiaschii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Physeterostemon fiaschii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Physeterostemon fiaschii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Physeterostemon fiaschii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Physeterostemon fiaschii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Physeterostemon fiaschii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Physeterostemon fiaschii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Physeterostemon fiaschii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Physeterostemon fiaschii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Physeterostemon fiaschii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Physeterostemon fiaschii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Physeterostemon fiaschii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Physeterostemon fiaschii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Physeterostemon fiaschii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Physeterostemon fiaschii","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Physeterostemon fiaschii","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"537","Miconia hirtella","4","220.75","9.39","4.7","Miconia hirtella","4","112","13.14","6.57","Miconia hirtella","4","70","0.82","0.41","Miconia hirtella","4","1047","158.34","79.17","Miconia hirtella","4","292.5","11.03","5.52","Miconia hirtella","4","134","16.06","8.03","Miconia hirtella","4","158.5","17.71","8.86","Miconia hirtella","4","225","8.76","4.38","Miconia hirtella","4","210.25","11.9","5.95","Miconia hirtella","4","229.5","9.33","4.66","Miconia hirtella","4","204","10.86","5.43","Miconia hirtella","4","1448.5","161.75","80.88","Miconia hirtella","4","267.75","21.72","10.86","Miconia hirtella","4","5","0","0","Miconia hirtella","4","79.25","4.57","2.29","Miconia hirtella","4","719","45.89","22.94","Miconia hirtella","4","23.5","6.24","3.12","Miconia hirtella","4","297.25","109.51","54.76","Miconia hirtella","4","41.5","6.03","3.02","Miconia hirtella","4","951.25","121.36","60.68"
"538","Tibouchina radula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina radula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina radula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina radula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina radula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina radula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina radula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina radula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina radula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina radula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina radula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina radula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina radula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina radula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina radula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina radula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina radula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina radula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina radula","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Tibouchina radula","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"539","Leandra salicina","21","193.1","22.68","4.95","Leandra salicina","21","111.29","8.3","1.81","Leandra salicina","21","64.48","5.95","1.3","Leandra salicina","21","1806.14","698.89","152.51","Leandra salicina","21","272.57","21.66","4.73","Leandra salicina","21","100.1","29.48","6.43","Leandra salicina","21","172.48","18.78","4.1","Leandra salicina","21","210.05","17.6","3.84","Leandra salicina","21","171.62","28.73","6.27","Leandra salicina","21","212.95","18.32","4","Leandra salicina","21","167.48","28.68","6.26","Leandra salicina","21","1494.19","366.92","80.07","Leandra salicina","21","269.86","67.49","14.73","Leandra salicina","21","25.95","29.18","6.37","Leandra salicina","21","68.95","21.07","4.6","Leandra salicina","21","718.86","176.79","38.58","Leandra salicina","21","90.81","96.6","21.08","Leandra salicina","21","525.62","183.45","40.03","Leandra salicina","21","106.1","95.76","20.9","Leandra salicina","21","997.76","341.06","74.43"
"540","Leandra amplexicaulis","20","182.9","19.33","4.32","Leandra amplexicaulis","20","105.8","12.32","2.75","Leandra amplexicaulis","20","58.8","4.87","1.09","Leandra amplexicaulis","20","2373.85","511.7","114.42","Leandra amplexicaulis","20","267.8","19.28","4.31","Leandra amplexicaulis","20","89.1","27.31","6.11","Leandra amplexicaulis","20","178.7","17.31","3.87","Leandra amplexicaulis","20","209","16.46","3.68","Leandra amplexicaulis","20","152.35","23.36","5.22","Leandra amplexicaulis","20","211.75","18.14","4.06","Leandra amplexicaulis","20","151.5","23.14","5.17","Leandra amplexicaulis","20","1486.4","178.65","39.95","Leandra amplexicaulis","20","224.45","51.46","11.51","Leandra amplexicaulis","20","50.8","26.27","5.87","Leandra amplexicaulis","20","46.9","19.8","4.43","Leandra amplexicaulis","20","616.45","139.11","31.11","Leandra amplexicaulis","20","177.35","85.79","19.18","Leandra amplexicaulis","20","550.1","124.91","27.93","Leandra amplexicaulis","20","187.55","91.75","20.52","Leandra amplexicaulis","20","811","328.2","73.39"
"541","Leandra breviflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra breviflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra breviflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra breviflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra breviflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra breviflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra breviflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra breviflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra breviflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra breviflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra breviflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra breviflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra breviflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra breviflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra breviflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra breviflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra breviflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra breviflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra breviflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra breviflora","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"542","Leandra diffusa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra diffusa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra diffusa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra diffusa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra diffusa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra diffusa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra diffusa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra diffusa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra diffusa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra diffusa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra diffusa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra diffusa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra diffusa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra diffusa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra diffusa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra diffusa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra diffusa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra diffusa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra diffusa","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leandra diffusa","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"543","Miconia castaneifolia","4","183.5","13.63","6.82","Miconia castaneifolia","4","111","12.49","6.24","Miconia castaneifolia","4","61","1.83","0.92","Miconia castaneifolia","4","2232","30.39","15.2","Miconia castaneifolia","4","262.25","14.2","7.1","Miconia castaneifolia","4","82","19.51","9.76","Miconia castaneifolia","4","180.25","15.24","7.62","Miconia castaneifolia","4","209.25","14.03","7.02","Miconia castaneifolia","4","153","13.54","6.77","Miconia castaneifolia","4","209.75","13.57","6.78","Miconia castaneifolia","4","153","13.54","6.77","Miconia castaneifolia","4","1465","122.67","61.34","Miconia castaneifolia","4","250.75","29.66","14.83","Miconia castaneifolia","4","27.25","7.09","3.54","Miconia castaneifolia","4","65.25","6.65","3.33","Miconia castaneifolia","4","702.5","92.46","46.23","Miconia castaneifolia","4","101.5","21.81","10.9","Miconia castaneifolia","4","665","65.8","32.9","Miconia castaneifolia","4","101.5","21.81","10.9","Miconia castaneifolia","4","806.75","262.76","131.38"
"544","Bertolonia mosenii","14","193.86","18.23","4.87","Bertolonia mosenii","14","100","12.11","3.24","Bertolonia mosenii","14","54.57","5.37","1.44","Bertolonia mosenii","14","2748.57","376","100.49","Bertolonia mosenii","14","280.29","15.34","4.1","Bertolonia mosenii","14","98.64","18.17","4.86","Bertolonia mosenii","14","181.64","12.23","3.27","Bertolonia mosenii","14","226.79","16.23","4.34","Bertolonia mosenii","14","159.5","20.33","5.43","Bertolonia mosenii","14","227","16.13","4.31","Bertolonia mosenii","14","157.64","19.97","5.34","Bertolonia mosenii","14","1530","185.15","49.48","Bertolonia mosenii","14","217.36","40.26","10.76","Bertolonia mosenii","14","63.29","23.74","6.34","Bertolonia mosenii","14","39.71","16.41","4.39","Bertolonia mosenii","14","597.07","104.18","27.84","Bertolonia mosenii","14","215.79","74.22","19.84","Bertolonia mosenii","14","589.5","91.91","24.56","Bertolonia mosenii","14","224.21","74.98","20.04","Bertolonia mosenii","14","466.71","264.93","70.81"
