"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","species.1","n_bio2","mean_bio2","sd_bio2","se_bio2","species.2","n_bio3","mean_bio3","sd_bio3","se_bio3","species.3","n_bio4","mean_bio4","sd_bio4","se_bio4","species.4","n_bio5","mean_bio5","sd_bio5","se_bio5","species.5","n_bio6","mean_bio6","sd_bio6","se_bio6","species.6","n_bio7","mean_bio7","sd_bio7","se_bio7","species.7","n_bio8","mean_bio8","sd_bio8","se_bio8","species.8","n_bio9","mean_bio9","sd_bio9","se_bio9","species.9","n_bio10","mean_bio10","sd_bio10","se_bio10","species.10","n_bio11","mean_bio11","sd_bio11","se_bio11","species.11","n_bio12","mean_bio12","sd_bio12","se_bio12","species.12","n_bio13","mean_bio13","sd_bio13","se_bio13","species.13","n_bio14","mean_bio14","sd_bio14","se_bio14","species.14","n_bio15","mean_bio15","sd_bio15","se_bio15","species.15","n_bio16","mean_bio16","sd_bio16","se_bio16","species.16","n_bio17","mean_bio17","sd_bio17","se_bio17","species.17","n_bio18","mean_bio18","sd_bio18","se_bio18","species.18","n_bio19","mean_bio19","sd_bio19","se_bio19"
"286","Cotoneaster foveolatus","102","117.64","41.31","4.09","Cotoneaster foveolatus","102","101.4","22.51","2.23","Cotoneaster foveolatus","102","34.81","8.17","0.81","Cotoneaster foveolatus","102","6587.54","1219.32","120.73","Cotoneaster foveolatus","102","254","49.63","4.91","Cotoneaster foveolatus","102","-35.7","51.72","5.12","Cotoneaster foveolatus","102","289.7","32.14","3.18","Cotoneaster foveolatus","102","193.24","46.63","4.62","Cotoneaster foveolatus","102","29.3","38.42","3.8","Cotoneaster foveolatus","102","198.53","50.12","4.96","Cotoneaster foveolatus","102","28.25","38.41","3.8","Cotoneaster foveolatus","102","972.75","224.76","22.25","Cotoneaster foveolatus","102","193.46","52.86","5.23","Cotoneaster foveolatus","102","9.27","6.88","0.68","Cotoneaster foveolatus","102","79.95","13.35","1.32","Cotoneaster foveolatus","102","513.26","127.67","12.64","Cotoneaster foveolatus","102","35.59","24.22","2.4","Cotoneaster foveolatus","102","497.07","125.75","12.45","Cotoneaster foveolatus","102","35.94","24.33","2.41"
"287","Cotoneaster hebephyllus","59","75.27","39.14","5.1","Cotoneaster hebephyllus","59","131.61","18.09","2.36","Cotoneaster hebephyllus","59","44.81","3.47","0.45","Cotoneaster hebephyllus","59","5672.2","727.04","94.65","Cotoneaster hebephyllus","59","201.88","31.23","4.07","Cotoneaster hebephyllus","59","-89.47","53.64","6.98","Cotoneaster hebephyllus","59","291.36","37.24","4.85","Cotoneaster hebephyllus","59","142.27","33.05","4.3","Cotoneaster hebephyllus","59","2.08","44.75","5.83","Cotoneaster hebephyllus","59","142.8","33.07","4.31","Cotoneaster hebephyllus","59","-1.81","45.88","5.97","Cotoneaster hebephyllus","59","743.27","187.59","24.42","Cotoneaster hebephyllus","59","163.17","42.18","5.49","Cotoneaster hebephyllus","59","3.73","2.58","0.34","Cotoneaster hebephyllus","59","93.54","8.42","1.1","Cotoneaster hebephyllus","59","436.75","110","14.32","Cotoneaster hebephyllus","59","15.58","9.53","1.24","Cotoneaster hebephyllus","59","436.22","110.03","14.32","Cotoneaster hebephyllus","59","16.34","10.58","1.38"
"288","Rubus caudifolius","11","167.55","11.33","3.42","Rubus caudifolius","11","79.36","2.38","0.72","Rubus caudifolius","11","26.64","1.12","0.34","Rubus caudifolius","11","7512.27","265.13","79.94","Rubus caudifolius","11","315.18","14.4","4.34","Rubus caudifolius","11","23.45","10.42","3.14","Rubus caudifolius","11","291.73","8.84","2.67","Rubus caudifolius","11","225.55","19.66","5.93","Rubus caudifolius","11","73.91","17.73","5.35","Rubus caudifolius","11","259.73","12.71","3.83","Rubus caudifolius","11","66.64","10.59","3.19","Rubus caudifolius","11","1407.64","176.15","53.11","Rubus caudifolius","11","239.91","41.18","12.42","Rubus caudifolius","11","35.36","11.91","3.59","Rubus caudifolius","11","57.09","2.81","0.85","Rubus caudifolius","11","627","88.8","26.77","Rubus caudifolius","11","122.36","46.25","13.94","Rubus caudifolius","11","542.27","60.93","18.37","Rubus caudifolius","11","126.91","52.34","15.78"
"289","Spiraea chinensis","259","149.41","31.86","1.98","Spiraea chinensis","259","86.75","11.84","0.74","Spiraea chinensis","259","27.14","2.86","0.18","Spiraea chinensis","259","8045.74","883.97","54.93","Spiraea chinensis","259","306.39","26.98","1.68","Spiraea chinensis","259","-7.66","43.47","2.7","Spiraea chinensis","259","314.05","30.18","1.88","Spiraea chinensis","259","225.49","23.53","1.46","Spiraea chinensis","259","57.1","43.7","2.72","Spiraea chinensis","259","250.31","26.71","1.66","Spiraea chinensis","259","43.66","38.34","2.38","Spiraea chinensis","259","1496.92","388.49","24.14","Spiraea chinensis","259","248.65","66.89","4.16","Spiraea chinensis","259","44.22","21.44","1.33","Spiraea chinensis","259","55.38","13.76","0.86","Spiraea chinensis","259","649.78","170.25","10.58","Spiraea chinensis","259","154.83","69.57","4.32","Spiraea chinensis","259","572.79","144.69","8.99","Spiraea chinensis","259","168.81","74.99","4.66"
"290","Sorbus vilmorinii","77","90.18","37.61","4.29","Sorbus vilmorinii","77","111.66","8.23","0.94","Sorbus vilmorinii","77","46.03","2.48","0.28","Sorbus vilmorinii","77","4737.1","379.6","43.26","Sorbus vilmorinii","77","190.48","35.74","4.07","Sorbus vilmorinii","77","-50.16","39.18","4.46","Sorbus vilmorinii","77","240.64","15.66","1.78","Sorbus vilmorinii","77","146.18","34.64","3.95","Sorbus vilmorinii","77","30.45","38.26","4.36","Sorbus vilmorinii","77","146.18","34.64","3.95","Sorbus vilmorinii","77","26.06","39.21","4.47","Sorbus vilmorinii","77","1001.7","167.79","19.12","Sorbus vilmorinii","77","222.47","31.79","3.62","Sorbus vilmorinii","77","7.69","3.08","0.35","Sorbus vilmorinii","77","88.81","8.34","0.95","Sorbus vilmorinii","77","583.26","91.48","10.43","Sorbus vilmorinii","77","34.14","15.08","1.72","Sorbus vilmorinii","77","583.26","91.48","10.43","Sorbus vilmorinii","77","35.42","16.05","1.83"
"291","Rubus hunanensis","29","169.07","15.04","2.79","Rubus hunanensis","29","82","5.22","0.97","Rubus hunanensis","29","26.9","1.8","0.33","Rubus hunanensis","29","7634.83","541.74","100.6","Rubus hunanensis","29","318.72","18.82","3.49","Rubus hunanensis","29","18.66","14.39","2.67","Rubus hunanensis","29","300.07","18.58","3.45","Rubus hunanensis","29","223.17","15.75","2.92","Rubus hunanensis","29","85.38","30.35","5.64","Rubus hunanensis","29","263","16.78","3.12","Rubus hunanensis","29","66.72","16.12","2.99","Rubus hunanensis","29","1509.86","162.36","30.15","Rubus hunanensis","29","254.9","38.18","7.09","Rubus hunanensis","29","39.93","10.7","1.99","Rubus hunanensis","29","56.59","9.14","1.7","Rubus hunanensis","29","686.62","97.71","18.14","Rubus hunanensis","29","143.62","41.69","7.74","Rubus hunanensis","29","552.52","80.61","14.97","Rubus hunanensis","29","166.07","58.49","10.86"
"292","Rubus chingii","32","168.84","12.18","2.15","Rubus chingii","32","80.91","6.56","1.16","Rubus chingii","32","25.62","2","0.35","Rubus chingii","32","8006.41","571.62","101.05","Rubus chingii","32","324.03","14.03","2.48","Rubus chingii","32","13.78","15.99","2.83","Rubus chingii","32","310.25","17.49","3.09","Rubus chingii","32","225.22","25.58","4.52","Rubus chingii","32","92.44","21.56","3.81","Rubus chingii","32","268.28","11.83","2.09","Rubus chingii","32","62.88","16.1","2.85","Rubus chingii","32","1536.75","223.48","39.51","Rubus chingii","32","251.38","43.45","7.68","Rubus chingii","32","43.5","6.61","1.17","Rubus chingii","32","51.72","4.37","0.77","Rubus chingii","32","660.66","117.77","20.82","Rubus chingii","32","160.31","24.54","4.34","Rubus chingii","32","541.97","68.19","12.05","Rubus chingii","32","194.28","35.48","6.27"
"293","Rosa longicuspis","133","144.8","29.65","2.57","Rosa longicuspis","133","106.98","12.53","1.09","Rosa longicuspis","133","44.4","6.11","0.53","Rosa longicuspis","133","4756.5","722.25","62.63","Rosa longicuspis","133","245.17","31.78","2.76","Rosa longicuspis","133","5.39","32.13","2.79","Rosa longicuspis","133","239.78","16.41","1.42","Rosa longicuspis","133","198.48","28.01","2.43","Rosa longicuspis","133","79.62","32.04","2.78","Rosa longicuspis","133","199.02","28.69","2.49","Rosa longicuspis","133","78.18","31.85","2.76","Rosa longicuspis","133","1136.32","213.49","18.51","Rosa longicuspis","133","240.98","48.97","4.25","Rosa longicuspis","133","11.02","4.63","0.4","Rosa longicuspis","133","86.11","8.12","0.7","Rosa longicuspis","133","648.62","121.02","10.49","Rosa longicuspis","133","42.9","18.51","1.61","Rosa longicuspis","133","644.17","120.31","10.43","Rosa longicuspis","133","43.98","19.35","1.68"
"294","Photinia raupingensis","10","207.9","11.73","3.71","Photinia raupingensis","10","80.9","7.8","2.47","Photinia raupingensis","10","32.1","2.13","0.67","Photinia raupingensis","10","5869.7","624.54","197.5","Photinia raupingensis","10","321.8","4.21","1.33","Photinia raupingensis","10","73.7","22.79","7.21","Photinia raupingensis","10","248.1","26.01","8.23","Photinia raupingensis","10","250.4","18.97","6","Photinia raupingensis","10","151.9","17.93","5.67","Photinia raupingensis","10","275.5","4.33","1.37","Photinia raupingensis","10","126.7","20.17","6.38","Photinia raupingensis","10","1789.9","204.87","64.79","Photinia raupingensis","10","308.8","40.27","12.73","Photinia raupingensis","10","32.7","4.32","1.37","Photinia raupingensis","10","63.2","4.92","1.56","Photinia raupingensis","10","833.1","111.59","35.29","Photinia raupingensis","10","123.7","14.22","4.5","Photinia raupingensis","10","717.7","169.19","53.5","Photinia raupingensis","10","171.6","24.79","7.84"
"295","Fragaria nilgerrensis","144","141.22","35.56","2.96","Fragaria nilgerrensis","144","98.83","17.74","1.48","Fragaria nilgerrensis","144","38.69","9.33","0.78","Fragaria nilgerrensis","144","5624.51","1349.63","112.47","Fragaria nilgerrensis","144","257.54","43.46","3.62","Fragaria nilgerrensis","144","0.12","40.09","3.34","Fragaria nilgerrensis","144","257.42","29.61","2.47","Fragaria nilgerrensis","144","203.05","36.02","3","Fragaria nilgerrensis","144","65.56","37.58","3.13","Fragaria nilgerrensis","144","208.11","40.31","3.36","Fragaria nilgerrensis","144","63.94","38.08","3.17","Fragaria nilgerrensis","144","1137.72","212.24","17.69","Fragaria nilgerrensis","144","225.86","46.12","3.84","Fragaria nilgerrensis","144","13.32","7.99","0.67","Fragaria nilgerrensis","144","79.33","13.41","1.12","Fragaria nilgerrensis","144","607.53","117.37","9.78","Fragaria nilgerrensis","144","50.06","27.74","2.31","Fragaria nilgerrensis","144","594.75","119.94","9.99","Fragaria nilgerrensis","144","50.96","28.09","2.34"
"296","Photinia schneideriana","92","171.59","21.96","2.29","Photinia schneideriana","92","82.7","6.01","0.63","Photinia schneideriana","92","27.64","2.97","0.31","Photinia schneideriana","92","7441.3","785.27","81.87","Photinia schneideriana","92","318.57","21.24","2.21","Photinia schneideriana","92","23.08","24.03","2.51","Photinia schneideriana","92","295.49","22.66","2.36","Photinia schneideriana","92","228.77","18.19","1.9","Photinia schneideriana","92","85.7","34.91","3.64","Photinia schneideriana","92","262.84","19.96","2.08","Photinia schneideriana","92","71.42","26.4","2.75","Photinia schneideriana","92","1473.86","229.59","23.94","Photinia schneideriana","92","245.95","46.82","4.88","Photinia schneideriana","92","34.88","11.05","1.15","Photinia schneideriana","92","57.58","8.52","0.89","Photinia schneideriana","92","663.02","115.74","12.07","Photinia schneideriana","92","126.11","43.56","4.54","Photinia schneideriana","92","555.61","90.67","9.45","Photinia schneideriana","92","148.89","59.79","6.23"
"297","Neillia thibetica","19","135.37","36.89","8.46","Neillia thibetica","19","95","13.79","3.16","Neillia thibetica","19","35.21","5.8","1.33","Neillia thibetica","19","5994.53","629.06","144.32","Neillia thibetica","19","260.95","36.92","8.47","Neillia thibetica","19","-6","41.1","9.43","Neillia thibetica","19","266.95","12.88","2.95","Neillia thibetica","19","204.53","36.23","8.31","Neillia thibetica","19","52.63","37.55","8.61","Neillia thibetica","19","207.63","37.49","8.6","Neillia thibetica","19","52.63","37.55","8.61","Neillia thibetica","19","1034.58","229.56","52.66","Neillia thibetica","19","226.42","74.35","17.06","Neillia thibetica","19","7.26","3.53","0.81","Neillia thibetica","19","88.26","7.25","1.66","Neillia thibetica","19","594.05","167.88","38.51","Neillia thibetica","19","27.79","12.18","2.79","Neillia thibetica","19","579.84","153.49","35.21","Neillia thibetica","19","27.79","12.18","2.79"
"298","Crataegus kansuensis","74","89.39","34.76","4.04","Crataegus kansuensis","74","117.5","19.47","2.26","Crataegus kansuensis","74","31.46","5.06","0.59","Crataegus kansuensis","74","8800.86","1634.95","190.06","Crataegus kansuensis","74","263.42","45.16","5.25","Crataegus kansuensis","74","-106.35","49.14","5.71","Crataegus kansuensis","74","369.77","49.81","5.79","Crataegus kansuensis","74","187.69","41.88","4.87","Crataegus kansuensis","74","-30.51","37.05","4.31","Crataegus kansuensis","74","197.85","45.35","5.27","Crataegus kansuensis","74","-30.61","37.01","4.3","Crataegus kansuensis","74","608.8","187.03","21.74","Crataegus kansuensis","74","128.22","29.17","3.39","Crataegus kansuensis","74","4.03","2.14","0.25","Crataegus kansuensis","74","86.69","12.12","1.41","Crataegus kansuensis","74","338.14","84.58","9.83","Crataegus kansuensis","74","15.73","7.36","0.86","Crataegus kansuensis","74","318.47","79.15","9.2","Crataegus kansuensis","74","15.73","7.36","0.86"
"299","Cotoneaster adpressus","151","75.46","54.6","4.44","Cotoneaster adpressus","151","120.95","25.04","2.04","Cotoneaster adpressus","151","39.32","6.82","0.56","Cotoneaster adpressus","151","6393.66","1082.55","88.1","Cotoneaster adpressus","151","213.79","54.17","4.41","Cotoneaster adpressus","151","-90.69","72.65","5.91","Cotoneaster adpressus","151","304.48","42.15","3.43","Cotoneaster adpressus","151","150.07","53.59","4.36","Cotoneaster adpressus","151","-7.56","55.56","4.52","Cotoneaster adpressus","151","153.03","56.19","4.57","Cotoneaster adpressus","151","-11.15","56.26","4.58","Cotoneaster adpressus","151","762.3","309.23","25.16","Cotoneaster adpressus","151","162.77","66.9","5.44","Cotoneaster adpressus","151","5.29","5.04","0.41","Cotoneaster adpressus","151","91","16.86","1.37","Cotoneaster adpressus","151","431.38","170.6","13.88","Cotoneaster adpressus","151","22","18.73","1.52","Cotoneaster adpressus","151","422.17","164.74","13.41","Cotoneaster adpressus","151","24.16","24.31","1.98"
"300","Spiraea trichocarpa","28","85.64","21.06","3.98","Spiraea trichocarpa","28","105.5","12.66","2.39","Spiraea trichocarpa","28","26.25","2.25","0.43","Spiraea trichocarpa","28","10317.82","1266.94","239.43","Spiraea trichocarpa","28","268.21","23.28","4.4","Spiraea trichocarpa","28","-126.25","41.28","7.8","Spiraea trichocarpa","28","394.46","45.6","8.62","Spiraea trichocarpa","28","208.89","21.63","4.09","Spiraea trichocarpa","28","-53.11","34.26","6.47","Spiraea trichocarpa","28","212.54","20.99","3.97","Spiraea trichocarpa","28","-53.93","32.73","6.19","Spiraea trichocarpa","28","1212.68","296.04","55.95","Spiraea trichocarpa","28","295.07","59.46","11.24","Spiraea trichocarpa","28","22.61","12.53","2.37","Spiraea trichocarpa","28","88.79","14.82","2.8","Spiraea trichocarpa","28","703.32","137.34","25.95","Spiraea trichocarpa","28","78.25","45.29","8.56","Spiraea trichocarpa","28","679.39","125.01","23.62","Spiraea trichocarpa","28","78.43","45.79","8.65"
"301","Spiraea longigemmis","22","103.55","53.84","11.48","Spiraea longigemmis","22","107.95","21.15","4.51","Spiraea longigemmis","22","38.27","7.39","1.58","Spiraea longigemmis","22","6003.73","938.84","200.16","Spiraea longigemmis","22","231.18","51.87","11.06","Spiraea longigemmis","22","-49.32","65.33","13.93","Spiraea longigemmis","22","280.5","27.12","5.78","Spiraea longigemmis","22","173.23","52.05","11.1","Spiraea longigemmis","22","22.59","55.73","11.88","Spiraea longigemmis","22","176","53.07","11.31","Spiraea longigemmis","22","21.41","56.02","11.94","Spiraea longigemmis","22","961.73","228.52","48.72","Spiraea longigemmis","22","206.41","67.35","14.36","Spiraea longigemmis","22","6.32","3.09","0.66","Spiraea longigemmis","22","87.45","7.61","1.62","Spiraea longigemmis","22","546.95","155.39","33.13","Spiraea longigemmis","22","24.55","11.15","2.38","Spiraea longigemmis","22","534.91","150.54","32.1","Spiraea longigemmis","22","25.18","11.32","2.41"
"302","Rubus tsangii","18","179.5","17.56","4.14","Rubus tsangii","18","92.17","14.6","3.44","Rubus tsangii","18","39.67","7.39","1.74","Rubus tsangii","18","4985.78","1152.68","271.69","Rubus tsangii","18","282.67","20.44","4.82","Rubus tsangii","18","51.17","24.01","5.66","Rubus tsangii","18","231.5","28.8","6.79","Rubus tsangii","18","229.83","16.29","3.84","Rubus tsangii","18","111.83","28.38","6.69","Rubus tsangii","18","235.44","18.57","4.38","Rubus tsangii","18","108.89","27.19","6.41","Rubus tsangii","18","1321.61","277.5","65.41","Rubus tsangii","18","259.94","55.48","13.08","Rubus tsangii","18","17.72","10.07","2.37","Rubus tsangii","18","77.22","10.39","2.45","Rubus tsangii","18","700.06","137.02","32.3","Rubus tsangii","18","68","36.51","8.61","Rubus tsangii","18","678.44","149.73","35.29","Rubus tsangii","18","72.28","43.85","10.34"
"303","Prunus henryi","5","139","21.71","9.71","Prunus henryi","5","111.2","2.28","1.02","Prunus henryi","5","48.4","0.55","0.25","Prunus henryi","5","4288.4","128.79","57.6","Prunus henryi","5","224.8","21.63","9.67","Prunus henryi","5","-4","19.56","8.75","Prunus henryi","5","228.8","2.86","1.28","Prunus henryi","5","186.8","20.36","9.11","Prunus henryi","5","78.4","20.85","9.32","Prunus henryi","5","186.8","20.36","9.11","Prunus henryi","5","78.4","20.85","9.32","Prunus henryi","5","1323.8","184.64","82.57","Prunus henryi","5","262.2","38.59","17.26","Prunus henryi","5","15","2.92","1.31","Prunus henryi","5","79.4","3.91","1.75","Prunus henryi","5","724.8","102.2","45.71","Prunus henryi","5","65","11.6","5.19","Prunus henryi","5","724.8","102.2","45.71","Prunus henryi","5","65","11.6","5.19"
"304","Eriobotrya fragrans","23","201.26","21.3","4.44","Eriobotrya fragrans","23","82.13","5.63","1.17","Eriobotrya fragrans","23","33","2.68","0.56","Eriobotrya fragrans","23","5833.91","748.65","156.1","Eriobotrya fragrans","23","314.39","26.63","5.55","Eriobotrya fragrans","23","67.7","22.71","4.74","Eriobotrya fragrans","23","246.7","25.18","5.25","Eriobotrya fragrans","23","244.87","24.98","5.21","Eriobotrya fragrans","23","138.48","24.39","5.09","Eriobotrya fragrans","23","268.22","23.78","4.96","Eriobotrya fragrans","23","120.57","22.5","4.69","Eriobotrya fragrans","23","1740.3","242.18","50.5","Eriobotrya fragrans","23","311.96","56.08","11.69","Eriobotrya fragrans","23","32.52","9.18","1.91","Eriobotrya fragrans","23","66.39","7.28","1.52","Eriobotrya fragrans","23","840","142.71","29.76","Eriobotrya fragrans","23","118.43","25.95","5.41","Eriobotrya fragrans","23","745.09","173.84","36.25","Eriobotrya fragrans","23","161.17","36.02","7.51"
"305","Photinia villosa","160","130.74","32.24","2.55","Photinia villosa","160","81.22","13.18","1.04","Photinia villosa","160","25.14","2.33","0.18","Photinia villosa","160","8262.05","896.6","70.88","Photinia villosa","160","287.08","33.06","2.61","Photinia villosa","160","-28.87","42.54","3.36","Photinia villosa","160","315.94","34.01","2.69","Photinia villosa","160","221.86","25.43","2.01","Photinia villosa","160","41.58","50.04","3.96","Photinia villosa","160","234.78","29.98","2.37","Photinia villosa","160","22.51","37.41","2.96","Photinia villosa","160","1453.36","304.42","24.07","Photinia villosa","160","260.41","63.38","5.01","Photinia villosa","160","38.02","12.87","1.02","Photinia villosa","160","61.51","14.53","1.15","Photinia villosa","160","684.91","152.67","12.07","Photinia villosa","160","138.83","46.81","3.7","Photinia villosa","160","632.35","141.12","11.16","Photinia villosa","160","149.88","58.57","4.63"
"306","Rosa sertata","78","120.42","42.73","4.84","Rosa sertata","78","101.03","19.73","2.23","Rosa sertata","78","32.27","7.89","0.89","Rosa sertata","78","7509.45","1735.96","196.56","Rosa sertata","78","269.91","54.76","6.2","Rosa sertata","78","-44.49","55.64","6.3","Rosa sertata","78","314.4","52.02","5.89","Rosa sertata","78","202.36","47.84","5.42","Rosa sertata","78","19.88","45.3","5.13","Rosa sertata","78","213.6","52.83","5.98","Rosa sertata","78","18.96","44.49","5.04","Rosa sertata","78","919.64","280.89","31.8","Rosa sertata","78","178.05","48.92","5.54","Rosa sertata","78","11.15","10.07","1.14","Rosa sertata","78","76.9","15.84","1.79","Rosa sertata","78","468.92","128.87","14.59","Rosa sertata","78","41.27","35.64","4.04","Rosa sertata","78","446.13","125.58","14.22","Rosa sertata","78","42.35","39.4","4.46"
"307","Exochorda serratifolia","31","91.1","24.51","4.4","Exochorda serratifolia","31","110.68","15.95","2.86","Exochorda serratifolia","31","26.58","2.46","0.44","Exochorda serratifolia","31","10688.16","1399.55","251.37","Exochorda serratifolia","31","282.35","16.95","3.04","Exochorda serratifolia","31","-126.84","52.59","9.45","Exochorda serratifolia","31","409.19","48.99","8.8","Exochorda serratifolia","31","220.77","18.36","3.3","Exochorda serratifolia","31","-53.26","42.17","7.57","Exochorda serratifolia","31","222.16","17.68","3.18","Exochorda serratifolia","31","-53.26","42.17","7.57","Exochorda serratifolia","31","837.84","284.67","51.13","Exochorda serratifolia","31","212.35","63.36","11.38","Exochorda serratifolia","31","12.26","9.78","1.76","Exochorda serratifolia","31","95.39","21.66","3.89","Exochorda serratifolia","31","496.16","140.99","25.32","Exochorda serratifolia","31","43.45","33.44","6.01","Exochorda serratifolia","31","493.68","139.14","24.99","Exochorda serratifolia","31","43.45","33.44","6.01"
"308","Eriobotrya deflexa","55","203.2","32.72","4.41","Eriobotrya deflexa","55","72.35","8.31","1.12","Eriobotrya deflexa","55","42.16","8.42","1.14","Eriobotrya deflexa","55","3701.31","1126.43","151.89","Eriobotrya deflexa","55","283.47","36.67","4.94","Eriobotrya deflexa","55","108.89","37.03","4.99","Eriobotrya deflexa","55","174.58","33.18","4.47","Eriobotrya deflexa","55","234.04","34.12","4.6","Eriobotrya deflexa","55","167.4","33.4","4.5","Eriobotrya deflexa","55","245.04","35.04","4.72","Eriobotrya deflexa","55","152.15","35.9","4.84","Eriobotrya deflexa","55","2645.95","825.04","111.25","Eriobotrya deflexa","55","510.4","198.69","26.79","Eriobotrya deflexa","55","63.58","55.38","7.47","Eriobotrya deflexa","55","70.69","22.92","3.09","Eriobotrya deflexa","55","1337.78","500.12","67.44","Eriobotrya deflexa","55","213.02","172.13","23.21","Eriobotrya deflexa","55","1199.4","566.52","76.39","Eriobotrya deflexa","55","246.91","205.9","27.76"
"309","Crataegus wilsonii","44","114.89","33.68","5.08","Crataegus wilsonii","44","104.75","19.3","2.91","Crataegus wilsonii","44","33.61","8.75","1.32","Crataegus wilsonii","44","7405.39","1733.46","261.33","Crataegus wilsonii","44","263.18","52.01","7.84","Crataegus wilsonii","44","-51.91","42.8","6.45","Crataegus wilsonii","44","315.09","48.87","7.37","Crataegus wilsonii","44","196.27","41.97","6.33","Crataegus wilsonii","44","17.59","37.27","5.62","Crataegus wilsonii","44","206.68","48.95","7.38","Crataegus wilsonii","44","14.84","32.16","4.85","Crataegus wilsonii","44","859.14","239.81","36.15","Crataegus wilsonii","44","171.32","44.2","6.66","Crataegus wilsonii","44","10.05","10.81","1.63","Crataegus wilsonii","44","78.59","15.16","2.29","Crataegus wilsonii","44","449.18","109.72","16.54","Crataegus wilsonii","44","37.23","39.18","5.91","Crataegus wilsonii","44","426.52","110.67","16.68","Crataegus wilsonii","44","38.36","42.73","6.44"
"310","Pyrus sinkiangensis","10","107.6","33.02","10.44","Pyrus sinkiangensis","10","121.8","22.02","6.96","Pyrus sinkiangensis","10","29.1","3.9","1.23","Pyrus sinkiangensis","10","10316.1","2446.79","773.74","Pyrus sinkiangensis","10","306","58.93","18.64","Pyrus sinkiangensis","10","-108.4","53.79","17.01","Pyrus sinkiangensis","10","414.4","80.38","25.42","Pyrus sinkiangensis","10","223.3","52.8","16.7","Pyrus sinkiangensis","10","-15.4","50.82","16.07","Pyrus sinkiangensis","10","233.6","52.31","16.54","Pyrus sinkiangensis","10","-32.4","39.55","12.51","Pyrus sinkiangensis","10","401.4","322.49","101.98","Pyrus sinkiangensis","10","76.6","59.77","18.9","Pyrus sinkiangensis","10","3","2.54","0.8","Pyrus sinkiangensis","10","70.2","18.25","5.77","Pyrus sinkiangensis","10","209.7","168.78","53.37","Pyrus sinkiangensis","10","12.3","8.65","2.74","Pyrus sinkiangensis","10","187.7","145.7","46.07","Pyrus sinkiangensis","10","12.5","8.38","2.65"
"311","Malus baccata","8","39.12","44.66","15.79","Malus baccata","8","117.88","18.82","6.65","Malus baccata","8","23.62","2.13","0.75","Malus baccata","8","13208.5","2174.68","768.87","Malus baccata","8","262.5","19.38","6.85","Malus baccata","8","-227.12","80.85","28.58","Malus baccata","8","489.62","73.92","26.13","Malus baccata","8","198.88","24.78","8.76","Malus baccata","8","-137.75","67.86","23.99","Malus baccata","8","198.88","24.78","8.76","Malus baccata","8","-142.25","72.76","25.72","Malus baccata","8","727.5","233.21","82.45","Malus baccata","8","186.38","60.14","21.26","Malus baccata","8","7.5","3.34","1.18","Malus baccata","8","98.75","5.44","1.92","Malus baccata","8","458.38","143.94","50.89","Malus baccata","8","26.75","9.84","3.48","Malus baccata","8","458.38","143.94","50.89","Malus baccata","8","26.75","9.84","3.48"
"312","Crataegus hupehensis","46","139.07","24.49","3.61","Crataegus hupehensis","46","94.3","16.03","2.36","Crataegus hupehensis","46","26.93","2.48","0.37","Crataegus hupehensis","46","8787.72","681.41","100.47","Crataegus hupehensis","46","306.41","21.95","3.24","Crataegus hupehensis","46","-35.76","39.44","5.82","Crataegus hupehensis","46","342.17","31.05","4.58","Crataegus hupehensis","46","237.54","26.32","3.88","Crataegus hupehensis","46","36.04","46.82","6.9","Crataegus hupehensis","46","249.46","23.78","3.51","Crataegus hupehensis","46","21.63","29.64","4.37","Crataegus hupehensis","46","927.04","318.78","47","Crataegus hupehensis","46","168.17","40.42","5.96","Crataegus hupehensis","46","20.43","15.09","2.22","Crataegus hupehensis","46","65.43","15.25","2.25","Crataegus hupehensis","46","425.17","97.3","14.35","Crataegus hupehensis","46","72.43","54.25","8","Crataegus hupehensis","46","408.93","100.09","14.76","Crataegus hupehensis","46","77.48","62.21","9.17"
"313","Rubus pinnatisepalus","24","161.46","42.55","8.69","Rubus pinnatisepalus","24","78.92","18.38","3.75","Rubus pinnatisepalus","24","33.79","8.35","1.7","Rubus pinnatisepalus","24","5482.12","1402.76","286.34","Rubus pinnatisepalus","24","273.62","47.67","9.73","Rubus pinnatisepalus","24","38.79","56.69","11.57","Rubus pinnatisepalus","24","234.83","43.36","8.85","Rubus pinnatisepalus","24","213.42","37.35","7.62","Rubus pinnatisepalus","24","93.5","56.28","11.49","Rubus pinnatisepalus","24","227.46","44.81","9.15","Rubus pinnatisepalus","24","87.25","48.75","9.95","Rubus pinnatisepalus","24","1796.04","761.34","155.41","Rubus pinnatisepalus","24","309.88","96.81","19.76","Rubus pinnatisepalus","24","50.12","55.97","11.42","Rubus pinnatisepalus","24","65.58","23.65","4.83","Rubus pinnatisepalus","24","821.79","239.84","48.96","Rubus pinnatisepalus","24","171.75","177.52","36.24","Rubus pinnatisepalus","24","746.38","182.16","37.18","Rubus pinnatisepalus","24","195.92","208.56","42.57"
