"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","species.1","n_bio2","mean_bio2","sd_bio2","se_bio2","species.2","n_bio3","mean_bio3","sd_bio3","se_bio3","species.3","n_bio4","mean_bio4","sd_bio4","se_bio4","species.4","n_bio5","mean_bio5","sd_bio5","se_bio5","species.5","n_bio6","mean_bio6","sd_bio6","se_bio6","species.6","n_bio7","mean_bio7","sd_bio7","se_bio7","species.7","n_bio8","mean_bio8","sd_bio8","se_bio8","species.8","n_bio9","mean_bio9","sd_bio9","se_bio9","species.9","n_bio10","mean_bio10","sd_bio10","se_bio10","species.10","n_bio11","mean_bio11","sd_bio11","se_bio11","species.11","n_bio12","mean_bio12","sd_bio12","se_bio12","species.12","n_bio13","mean_bio13","sd_bio13","se_bio13","species.13","n_bio14","mean_bio14","sd_bio14","se_bio14","species.14","n_bio15","mean_bio15","sd_bio15","se_bio15","species.15","n_bio16","mean_bio16","sd_bio16","se_bio16","species.16","n_bio17","mean_bio17","sd_bio17","se_bio17","species.17","n_bio18","mean_bio18","sd_bio18","se_bio18","species.18","n_bio19","mean_bio19","sd_bio19","se_bio19","species.19","n_alt","mean_alt","sd_alt","se_alt"
"183","Rhododendron forrestii","3","92.67","12.22","7.06","Rhododendron forrestii","3","109.33","4.16","2.4","Rhododendron forrestii","3","44","0","0","Rhododendron forrestii","3","4985","248.24","143.32","Rhododendron forrestii","3","199.33","13.32","7.69","Rhododendron forrestii","3","-46.33","15.57","8.99","Rhododendron forrestii","3","245.67","10.6","6.12","Rhododendron forrestii","3","152.33","11.85","6.84","Rhododendron forrestii","3","36.33","13.01","7.51","Rhododendron forrestii","3","152.33","11.85","6.84","Rhododendron forrestii","3","25.67","12.5","7.22","Rhododendron forrestii","3","1111","286.49","165.41","Rhododendron forrestii","3","239","59.03","34.08","Rhododendron forrestii","3","8.33","1.53","0.88","Rhododendron forrestii","3","84.67","2.31","1.33","Rhododendron forrestii","3","638","174.24","100.6","Rhododendron forrestii","3","34.33","8.74","5.05","Rhododendron forrestii","3","638","174.24","100.6","Rhododendron forrestii","3","40.67","10.02","5.79","Rhododendron forrestii","3","3010.67","228.19","131.75"
"184","Dracophyllum ramosum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum ramosum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum ramosum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum ramosum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum ramosum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum ramosum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum ramosum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum ramosum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum ramosum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum ramosum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum ramosum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum ramosum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum ramosum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum ramosum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum ramosum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum ramosum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum ramosum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum ramosum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum ramosum","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum ramosum","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"185","Rhododendron ferrugineum","28","61.61","43.61","8.24","Rhododendron ferrugineum","28","83.5","13.38","2.53","Rhododendron ferrugineum","28","31.96","3.31","0.63","Rhododendron ferrugineum","28","6089.39","499.98","94.49","Rhododendron ferrugineum","28","200.86","52.43","9.91","Rhododendron ferrugineum","28","-55.61","41.79","7.9","Rhododendron ferrugineum","28","256.46","23.19","4.38","Rhododendron ferrugineum","28","96","55.34","10.46","Rhododendron ferrugineum","28","38.46","78.59","14.85","Rhododendron ferrugineum","28","139.64","46.15","8.72","Rhododendron ferrugineum","28","-15.5","42","7.94","Rhododendron ferrugineum","28","1080.71","289.92","54.79","Rhododendron ferrugineum","28","121.29","32.17","6.08","Rhododendron ferrugineum","28","63.43","21.21","4.01","Rhododendron ferrugineum","28","20.64","8.53","1.61","Rhododendron ferrugineum","28","340.43","97.02","18.34","Rhododendron ferrugineum","28","211.14","67.25","12.71","Rhododendron ferrugineum","28","310.54","116.78","22.07","Rhododendron ferrugineum","28","228.11","77.04","14.56","Rhododendron ferrugineum","28","1259.43","704.47","133.13"
"186","Rhodothamnus chamaecistus","7","52.43","33.86","12.8","Rhodothamnus chamaecistus","7","90.86","11.31","4.27","Rhodothamnus chamaecistus","7","31.57","1.13","0.43","Rhodothamnus chamaecistus","7","6667.43","495.86","187.42","Rhodothamnus chamaecistus","7","201","46.52","17.58","Rhodothamnus chamaecistus","7","-80.86","25.73","9.73","Rhodothamnus chamaecistus","7","281.86","26.6","10.05","Rhodothamnus chamaecistus","7","123.14","17.15","6.48","Rhodothamnus chamaecistus","7","-23.57","32.5","12.28","Rhodothamnus chamaecistus","7","136.14","38.77","14.65","Rhodothamnus chamaecistus","7","-34.43","26.99","10.2","Rhodothamnus chamaecistus","7","1103","191.51","72.38","Rhodothamnus chamaecistus","7","135.71","20.61","7.79","Rhodothamnus chamaecistus","7","54.71","12.78","4.83","Rhodothamnus chamaecistus","7","30.14","8.49","3.21","Rhodothamnus chamaecistus","7","389.14","64.09","24.22","Rhodothamnus chamaecistus","7","181.86","45.8","17.31","Rhodothamnus chamaecistus","7","388","66.61","25.18","Rhodothamnus chamaecistus","7","186.86","48.02","18.15","Rhodothamnus chamaecistus","7","1215.14","521.08","196.95"
"187","Dracophyllum verticillatum","4","220.5","8.7","4.35","Dracophyllum verticillatum","4","72.5","3.11","1.55","Dracophyllum verticillatum","4","53.75","0.96","0.48","Dracophyllum verticillatum","4","2200","149.76","74.88","Dracophyllum verticillatum","4","284.5","8.02","4.01","Dracophyllum verticillatum","4","151.25","9.22","4.61","Dracophyllum verticillatum","4","133.25","6.5","3.25","Dracophyllum verticillatum","4","247.75","8.06","4.03","Dracophyllum verticillatum","4","202","8.87","4.43","Dracophyllum verticillatum","4","247.75","8.06","4.03","Dracophyllum verticillatum","4","191.25","9.67","4.84","Dracophyllum verticillatum","4","1504","391.16","195.58","Dracophyllum verticillatum","4","230.5","68.87","34.44","Dracophyllum verticillatum","4","58.75","15.37","7.68","Dracophyllum verticillatum","4","47.25","8.18","4.09","Dracophyllum verticillatum","4","664.25","208.41","104.2","Dracophyllum verticillatum","4","189.75","40.94","20.47","Dracophyllum verticillatum","4","664.25","208.41","104.2","Dracophyllum verticillatum","4","216.75","41.2","20.6","Dracophyllum verticillatum","4","239.75","166.3","83.15"
"188","Dracophyllum balansae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum balansae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum balansae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum balansae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum balansae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum balansae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum balansae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum balansae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum balansae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum balansae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum balansae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum balansae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum balansae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum balansae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum balansae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum balansae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum balansae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum balansae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum balansae","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum balansae","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"189","Lyonia ferruginea","19","208.42","16.62","3.81","Lyonia ferruginea","19","114.84","17.28","3.96","Lyonia ferruginea","19","44.89","4.25","0.98","Lyonia ferruginea","19","5151.84","996.44","228.6","Lyonia ferruginea","19","326","5.59","1.28","Lyonia ferruginea","19","72.05","35.12","8.06","Lyonia ferruginea","19","253.95","38.21","8.77","Lyonia ferruginea","19","260.84","38.36","8.8","Lyonia ferruginea","19","167.21","13.31","3.05","Lyonia ferruginea","19","270.05","4.12","0.95","Lyonia ferruginea","19","139.05","29.34","6.73","Lyonia ferruginea","19","1307.11","91.32","20.95","Lyonia ferruginea","19","189.11","24.66","5.66","Lyonia ferruginea","19","55.32","10.93","2.51","Lyonia ferruginea","19","41.32","12","2.75","Lyonia ferruginea","19","518.11","60.88","13.97","Lyonia ferruginea","19","197.63","38.58","8.85","Lyonia ferruginea","19","500.42","58.93","13.52","Lyonia ferruginea","19","242.47","66.42","15.24","Lyonia ferruginea","19","28.68","30.54","7.01"
"190","Phyllodoce nipponica","4","38.75","33.99","17","Phyllodoce nipponica","4","86.25","9","4.5","Phyllodoce nipponica","4","25.25","2.06","1.03","Phyllodoce nipponica","4","8708.25","128.13","64.06","Phyllodoce nipponica","4","207.75","36.32","18.16","Phyllodoce nipponica","4","-125.25","31.83","15.91","Phyllodoce nipponica","4","333","6.68","3.34","Phyllodoce nipponica","4","148.5","35.01","17.5","Phyllodoce nipponica","4","-65","48.39","24.2","Phyllodoce nipponica","4","149.5","33.45","16.73","Phyllodoce nipponica","4","-72","35.88","17.94","Phyllodoce nipponica","4","2008.5","265.34","132.67","Phyllodoce nipponica","4","279.25","37.07","18.54","Phyllodoce nipponica","4","80.75","15.06","7.53","Phyllodoce nipponica","4","45","4.69","2.35","Phyllodoce nipponica","4","812","109.37","54.69","Phyllodoce nipponica","4","252.75","43.9","21.95","Phyllodoce nipponica","4","811.75","108.87","54.44","Phyllodoce nipponica","4","252.75","43.9","21.95","Phyllodoce nipponica","4","1749.5","617.98","308.99"
"191","Harrimanella hypnoides","94","-3.48","24.99","2.58","Harrimanella hypnoides","94","70.36","12.3","1.27","Harrimanella hypnoides","94","24.98","2.27","0.23","Harrimanella hypnoides","94","7241.14","1554.54","160.34","Harrimanella hypnoides","94","145.39","20.5","2.11","Harrimanella hypnoides","94","-134.31","51.92","5.36","Harrimanella hypnoides","94","279.7","59.31","6.12","Harrimanella hypnoides","94","58.6","45.1","4.65","Harrimanella hypnoides","94","-29.99","53.88","5.56","Harrimanella hypnoides","94","92.96","17.53","1.81","Harrimanella hypnoides","94","-92.35","42.12","4.34","Harrimanella hypnoides","94","900.66","530.62","54.73","Harrimanella hypnoides","94","111.13","62.14","6.41","Harrimanella hypnoides","94","44.74","24.28","2.5","Harrimanella hypnoides","94","28.15","6.86","0.71","Harrimanella hypnoides","94","302.15","175.33","18.08","Harrimanella hypnoides","94","150.09","87.81","9.06","Harrimanella hypnoides","94","246.09","84.77","8.74","Harrimanella hypnoides","94","220.1","159.68","16.47","Harrimanella hypnoides","94","586.21","343.55","35.43"
"192","Leucothoe davisiae","10","88.8","25.01","7.91","Leucothoe davisiae","10","145.1","15.19","4.8","Leucothoe davisiae","10","46.7","1.83","0.58","Leucothoe davisiae","10","5809.2","674.17","213.19","Leucothoe davisiae","10","273.8","39.21","12.4","Leucothoe davisiae","10","-34.4","20.73","6.56","Leucothoe davisiae","10","308.2","33.25","10.51","Leucothoe davisiae","10","26.3","18.17","5.75","Leucothoe davisiae","10","165.5","30.34","9.59","Leucothoe davisiae","10","166.6","29.28","9.26","Leucothoe davisiae","10","22.5","20.46","6.47","Leucothoe davisiae","10","1188.4","179","56.6","Leucothoe davisiae","10","211.8","34.21","10.82","Leucothoe davisiae","10","6.7","3.2","1.01","Leucothoe davisiae","10","75.7","4.45","1.41","Leucothoe davisiae","10","592.8","94.12","29.76","Leucothoe davisiae","10","42.4","16.33","5.16","Leucothoe davisiae","10","48.8","19.85","6.28","Leucothoe davisiae","10","571.4","79.18","25.04","Leucothoe davisiae","10","1286.7","452.81","143.19"
"193","Pyrola rotundifolia","305","38.74","32.53","1.86","Pyrola rotundifolia","305","79.71","10.74","0.61","Pyrola rotundifolia","305","24.24","3.88","0.22","Pyrola rotundifolia","305","8757.59","2035.52","116.55","Pyrola rotundifolia","305","212.02","29.23","1.67","Pyrola rotundifolia","305","-117.85","59.15","3.39","Pyrola rotundifolia","305","329.87","66.62","3.81","Pyrola rotundifolia","305","135.53","41.53","2.38","Pyrola rotundifolia","305","-38.2","54.74","3.13","Pyrola rotundifolia","305","151.04","26.45","1.51","Pyrola rotundifolia","305","-73.46","51.89","2.97","Pyrola rotundifolia","305","659.98","211.96","12.14","Pyrola rotundifolia","305","84.15","24.15","1.38","Pyrola rotundifolia","305","32.5","12.69","0.73","Pyrola rotundifolia","305","29.99","6.96","0.4","Pyrola rotundifolia","305","229.76","66.72","3.82","Pyrola rotundifolia","305","107.35","42.91","2.46","Pyrola rotundifolia","305","216.97","49.67","2.84","Pyrola rotundifolia","305","132.09","64.15","3.67","Pyrola rotundifolia","305","224.9","267.01","15.29"
"194","Leucopogon obtectus","3","191.67","14.01","8.09","Leucopogon obtectus","3","135.67","2.89","1.67","Leucopogon obtectus","3","50","1","0.58","Leucopogon obtectus","3","4813.33","334.49","193.12","Leucopogon obtectus","3","345","8.19","4.73","Leucopogon obtectus","3","76","20.22","11.67","Leucopogon obtectus","3","269","12.17","7.03","Leucopogon obtectus","3","137","12.77","7.37","Leucopogon obtectus","3","247.67","18.15","10.48","Leucopogon obtectus","3","255.67","11.37","6.56","Leucopogon obtectus","3","133.33","18.9","10.91","Leucopogon obtectus","3","449","108.72","62.77","Leucopogon obtectus","3","96.33","33.29","19.22","Leucopogon obtectus","3","7.67","2.89","1.67","Leucopogon obtectus","3","73.33","15.95","9.21","Leucopogon obtectus","3","241.33","78.59","45.37","Leucopogon obtectus","3","31.67","5.03","2.9","Leucopogon obtectus","3","35.33","6.81","3.93","Leucopogon obtectus","3","239.33","82.04","47.37","Leucopogon obtectus","3","157.67","94.56","54.59"
"195","Leucopogon hispidus","3","197.67","3.51","2.03","Leucopogon hispidus","3","132.67","3.06","1.77","Leucopogon hispidus","3","51","1","0.58","Leucopogon hispidus","3","4512.67","308.11","177.89","Leucopogon hispidus","3","339.67","4.62","2.67","Leucopogon hispidus","3","82.33","6.03","3.48","Leucopogon hispidus","3","257.33","10.41","6.01","Leucopogon hispidus","3","154.67","7.09","4.09","Leucopogon hispidus","3","233","2","1.15","Leucopogon hispidus","3","259","1","0.58","Leucopogon hispidus","3","143","7.55","4.36","Leucopogon hispidus","3","421","30.81","17.79","Leucopogon hispidus","3","97.67","2.89","1.67","Leucopogon hispidus","3","4","1.73","1","Leucopogon hispidus","3","85.67","3.51","2.03","Leucopogon hispidus","3","241.33","13.05","7.53","Leucopogon hispidus","3","22.67","5.69","3.29","Leucopogon hispidus","3","37.33","4.51","2.6","Leucopogon hispidus","3","235.33","12.34","7.12","Leucopogon hispidus","3","203.33","48.95","28.26"
"196","Dracophyllum acerosum","4","73","18.89","9.45","Dracophyllum acerosum","4","92.75","3.77","1.89","Dracophyllum acerosum","4","45","0.82","0.41","Dracophyllum acerosum","4","3856.75","222.95","111.47","Dracophyllum acerosum","4","181.25","13.05","6.53","Dracophyllum acerosum","4","-22.5","20.42","10.21","Dracophyllum acerosum","4","203.75","10.47","5.24","Dracophyllum acerosum","4","47.25","16.84","8.42","Dracophyllum acerosum","4","112.25","25","12.5","Dracophyllum acerosum","4","120.75","16.66","8.33","Dracophyllum acerosum","4","21.25","20.85","10.43","Dracophyllum acerosum","4","2235","1207.11","603.56","Dracophyllum acerosum","4","230","112.86","56.43","Dracophyllum acerosum","4","118.75","61.63","30.82","Dracophyllum acerosum","4","17","6.73","3.37","Dracophyllum acerosum","4","651.5","335.31","167.66","Dracophyllum acerosum","4","461","259.83","129.92","Dracophyllum acerosum","4","484.25","285.27","142.64","Dracophyllum acerosum","4","579","242.26","121.13","Dracophyllum acerosum","4","953.25","401.58","200.79"
"197","Dracophyllum patens","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum patens","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum patens","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum patens","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum patens","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum patens","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum patens","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum patens","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum patens","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum patens","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum patens","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum patens","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum patens","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum patens","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum patens","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum patens","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum patens","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum patens","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum patens","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Dracophyllum patens","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"198","Dracophyllum strictum","9","122.44","12.13","4.04","Dracophyllum strictum","9","90.33","5.32","1.77","Dracophyllum strictum","9","46.56","0.88","0.29","Dracophyllum strictum","9","3431.33","198.32","66.11","Dracophyllum strictum","9","223.11","8.68","2.89","Dracophyllum strictum","9","31.11","14.22","4.74","Dracophyllum strictum","9","192","9.54","3.18","Dracophyllum strictum","9","80","15.34","5.11","Dracophyllum strictum","9","161.11","11.52","3.84","Dracophyllum strictum","9","165.89","10.47","3.49","Dracophyllum strictum","9","77.67","14.03","4.68","Dracophyllum strictum","9","1602.89","383.8","127.93","Dracophyllum strictum","9","162.33","36.99","12.33","Dracophyllum strictum","9","100.22","26.2","8.73","Dracophyllum strictum","9","14.33","2.69","0.9","Dracophyllum strictum","9","468.78","109.48","36.49","Dracophyllum strictum","9","335.89","83.55","27.85","Dracophyllum strictum","9","343.11","84.43","28.14","Dracophyllum strictum","9","467.89","109.86","36.62","Dracophyllum strictum","9","354.89","213.17","71.06"
"199","Leucopogon pubescens","3","163","20.07","11.59","Leucopogon pubescens","3","128","14.18","8.19","Leucopogon pubescens","3","49.67","2.08","1.2","Leucopogon pubescens","3","4535.33","835.51","482.38","Leucopogon pubescens","3","310","39.95","23.07","Leucopogon pubescens","3","54","11.53","6.66","Leucopogon pubescens","3","256","37.24","21.5","Leucopogon pubescens","3","111.33","10.41","6.01","Leucopogon pubescens","3","204.67","26.27","15.17","Leucopogon pubescens","3","222.33","30.66","17.7","Leucopogon pubescens","3","108","13.23","7.64","Leucopogon pubescens","3","523.33","66.68","38.5","Leucopogon pubescens","3","99","26.89","15.52","Leucopogon pubescens","3","11.67","1.53","0.88","Leucopogon pubescens","3","65.33","16.77","9.68","Leucopogon pubescens","3","258.67","64.07","36.99","Leucopogon pubescens","3","47","11.14","6.43","Leucopogon pubescens","3","53","13.86","8","Leucopogon pubescens","3","258.33","64.63","37.31","Leucopogon pubescens","3","351.67","68.19","39.37"
"200","Leucopogon pogonocalyx","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leucopogon pogonocalyx","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leucopogon pogonocalyx","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leucopogon pogonocalyx","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leucopogon pogonocalyx","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leucopogon pogonocalyx","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leucopogon pogonocalyx","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leucopogon pogonocalyx","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leucopogon pogonocalyx","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leucopogon pogonocalyx","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leucopogon pogonocalyx","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leucopogon pogonocalyx","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leucopogon pogonocalyx","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leucopogon pogonocalyx","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leucopogon pogonocalyx","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leucopogon pogonocalyx","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leucopogon pogonocalyx","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leucopogon pogonocalyx","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leucopogon pogonocalyx","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Leucopogon pogonocalyx","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"201","Dracophyllum menziesii","9","69.67","19.62","6.54","Dracophyllum menziesii","9","95.44","3.91","1.3","Dracophyllum menziesii","9","46.44","2.13","0.71","Dracophyllum menziesii","9","3721.89","461.88","153.96","Dracophyllum menziesii","9","179.89","15.7","5.23","Dracophyllum menziesii","9","-24.78","21.11","7.04","Dracophyllum menziesii","9","204.67","17.1","5.7","Dracophyllum menziesii","9","69.11","25.05","8.35","Dracophyllum menziesii","9","30.67","25.5","8.5","Dracophyllum menziesii","9","116.33","17.26","5.75","Dracophyllum menziesii","9","19.11","23.09","7.7","Dracophyllum menziesii","9","2781.11","823.73","274.58","Dracophyllum menziesii","9","271.44","84.72","28.24","Dracophyllum menziesii","9","175.33","48.47","16.16","Dracophyllum menziesii","9","12","1.94","0.65","Dracophyllum menziesii","9","762.67","230.15","76.72","Dracophyllum menziesii","9","620.56","174.14","58.05","Dracophyllum menziesii","9","677.67","199.93","66.64","Dracophyllum menziesii","9","622.22","171.2","57.07","Dracophyllum menziesii","9","790.33","462.29","154.1"
"202","Bejaria resinosa","33","137.39","42.67","7.43","Bejaria resinosa","33","102.48","16.18","2.82","Bejaria resinosa","33","83.85","4.21","0.73","Bejaria resinosa","33","426.58","168.99","29.42","Bejaria resinosa","33","197.76","47.74","8.31","Bejaria resinosa","33","76.06","39.91","6.95","Bejaria resinosa","33","121.7","19.74","3.44","Bejaria resinosa","33","138.06","43.02","7.49","Bejaria resinosa","33","133.39","42.51","7.4","Bejaria resinosa","33","141.67","43.68","7.6","Bejaria resinosa","33","130.94","41.85","7.29","Bejaria resinosa","33","1444.67","613.81","106.85","Bejaria resinosa","33","199.36","81.54","14.19","Bejaria resinosa","33","54.58","34.72","6.04","Bejaria resinosa","33","41.06","18.82","3.28","Bejaria resinosa","33","521.39","214.84","37.4","Bejaria resinosa","33","196.45","112.02","19.5","Bejaria resinosa","33","379.88","131.14","22.83","Bejaria resinosa","33","322.48","241.67","42.07","Bejaria resinosa","33","2568.27","736.87","128.27"
"203","Enkianthus chinensis","62","154.23","30.81","3.91","Enkianthus chinensis","62","87.82","15.63","1.99","Enkianthus chinensis","62","31.79","8.18","1.04","Enkianthus chinensis","62","6677.89","1295.67","164.55","Enkianthus chinensis","62","288.05","39.26","4.99","Enkianthus chinensis","62","10.32","33.89","4.3","Enkianthus chinensis","62","277.73","30.22","3.84","Enkianthus chinensis","62","217.34","28.52","3.62","Enkianthus chinensis","62","71.03","35.75","4.54","Enkianthus chinensis","62","235.47","37.15","4.72","Enkianthus chinensis","62","63.77","31.94","4.06","Enkianthus chinensis","62","1266","279.31","35.47","Enkianthus chinensis","62","226.31","46.18","5.86","Enkianthus chinensis","62","23.77","15.18","1.93","Enkianthus chinensis","62","68.08","15.46","1.96","Enkianthus chinensis","62","611.69","116.58","14.81","Enkianthus chinensis","62","85.55","54.65","6.94","Enkianthus chinensis","62","561.76","110.35","14.01","Enkianthus chinensis","62","95.92","66.6","8.46","Enkianthus chinensis","62","1054.89","855.32","108.63"
"204","Rhododendron ovatum","75","177.09","22.19","2.56","Rhododendron ovatum","75","81.39","8.2","0.95","Rhododendron ovatum","75","28.57","5.42","0.63","Rhododendron ovatum","75","7161.65","1323.61","152.84","Rhododendron ovatum","75","317.72","25.49","2.94","Rhododendron ovatum","75","32.41","31.87","3.68","Rhododendron ovatum","75","285.31","39.39","4.55","Rhododendron ovatum","75","231.01","25.15","2.9","Rhododendron ovatum","75","99.8","36.73","4.24","Rhododendron ovatum","75","264.47","21.75","2.51","Rhododendron ovatum","75","80.85","32.42","3.74","Rhododendron ovatum","75","1539.87","384.32","44.38","Rhododendron ovatum","75","266.83","84.31","9.74","Rhododendron ovatum","75","37.97","17.97","2.07","Rhododendron ovatum","75","59.27","12.06","1.39","Rhododendron ovatum","75","710.01","226.5","26.15","Rhododendron ovatum","75","135.49","60.44","6.98","Rhododendron ovatum","75","597.89","230.56","26.62","Rhododendron ovatum","75","162.63","70.23","8.11","Rhododendron ovatum","75","386.79","430.73","49.74"
"205","Rhododendron mariesii","91","173.53","26.88","2.82","Rhododendron mariesii","91","83.47","10.02","1.05","Rhododendron mariesii","91","28.57","5.3","0.56","Rhododendron mariesii","91","7359.41","1352.57","141.79","Rhododendron mariesii","91","317.34","22.56","2.36","Rhododendron mariesii","91","24.81","41.79","4.38","Rhododendron mariesii","91","292.53","42.5","4.46","Rhododendron mariesii","91","235.34","23.36","2.45","Rhododendron mariesii","91","89.47","46.65","4.89","Rhododendron mariesii","91","263.82","20.85","2.19","Rhododendron mariesii","91","74.68","39.33","4.12","Rhododendron mariesii","91","1414.56","505.15","52.95","Rhododendron mariesii","91","246.1","113.96","11.95","Rhododendron mariesii","91","32.74","19.45","2.04","Rhododendron mariesii","91","60.59","12.03","1.26","Rhododendron mariesii","91","653.85","286.7","30.05","Rhododendron mariesii","91","117.99","65.94","6.91","Rhododendron mariesii","91","565.32","276.91","29.03","Rhododendron mariesii","91","138.37","82.62","8.66","Rhododendron mariesii","91","400.58","416.69","43.68"
